pk_local,uf,nome_estado,municipio,regiao
1500,MG,Minas Gerais,CONCEICAO DO MATO DENTRO,Sudeste
1501,MG,Minas Gerais,FELICIO DOS SANTOS,Sudeste
1502,MG,Minas Gerais,BERILO,Sudeste
1503,MG,Minas Gerais,CHAPADA DO NORTE,Sudeste
1504,MG,Minas Gerais,JENIPAPO DE MINAS,Sudeste
1505,MG,Minas Gerais,BERIZAL,Sudeste
1506,MG,Minas Gerais,VEREDINHA,Sudeste
1507,MG,Minas Gerais,CONGONHAS DO NORTE,Sudeste
1508,MG,Minas Gerais,DOM JOAQUIM,Sudeste
1509,MG,Minas Gerais,ITAPEVA,Sudeste
1510,MG,Minas Gerais,CAMBUI,Sudeste
1511,MG,Minas Gerais,SENADOR AMARAL,Sudeste
1512,MG,Minas Gerais,ITAMARANDIBA,Sudeste
1513,MG,Minas Gerais,JURUAIA,Sudeste
1514,MG,Minas Gerais,CABO VERDE,Sudeste
1515,MG,Minas Gerais,CURVELO,Sudeste
1516,MG,Minas Gerais,GUAXUPE,Sudeste
1517,MG,Minas Gerais,NOVA RESENDE,Sudeste
1518,MG,Minas Gerais,ARICANDUVA,Sudeste
1519,MG,Minas Gerais,MONTE BELO,Sudeste
1520,MG,Minas Gerais,SENADOR MODESTINO GONCALVES,Sudeste
1521,MG,Minas Gerais,MUZAMBINHO,Sudeste
1522,MG,Minas Gerais,SAO VICENTE DE MINAS,Sudeste
1523,MG,Minas Gerais,SERITINGA,Sudeste
1524,MG,Minas Gerais,SERRANOS,Sudeste
1525,MG,Minas Gerais,MONJOLOS,Sudeste
1526,MG,Minas Gerais,SANTO ANTONIO DO ITAMBE,Sudeste
1527,MG,Minas Gerais,CAMPESTRE,Sudeste
1528,MG,Minas Gerais,SANTA RITA DE CALDAS,Sudeste
1529,MG,Minas Gerais,POCOS DE CALDAS,Sudeste
1530,MG,Minas Gerais,ANDRADAS,Sudeste
1531,MG,Minas Gerais,CALDAS,Sudeste
1532,MG,Minas Gerais,SABINOPOLIS,Sudeste
1533,MG,Minas Gerais,BOTELHOS,Sudeste
1534,MG,Minas Gerais,IBITIURA DE MINAS,Sudeste
1535,MG,Minas Gerais,OLHOS-D'AGUA,Sudeste
1536,MG,Minas Gerais,GUARACIAMA,Sudeste
1537,MG,Minas Gerais,ENGENHEIRO NAVARRO,Sudeste
1538,MG,Minas Gerais,GUARACIABA,Sudeste
1539,MG,Minas Gerais,TRES MARIAS,Sudeste
1540,MG,Minas Gerais,PIRAPORA,Sudeste
1541,MG,Minas Gerais,JEQUITAI,Sudeste
1542,MG,Minas Gerais,IBIAI,Sudeste
1543,MG,Minas Gerais,CORINTO,Sudeste
1544,MG,Minas Gerais,VARZEA DA PALMA,Sudeste
1545,MG,Minas Gerais,LASSANCE,Sudeste
1546,MG,Minas Gerais,PEDRAS DE MARIA DA CRUZ,Sudeste
1547,MG,Minas Gerais,ITACARAMBI,Sudeste
1548,MG,Minas Gerais,JANUARIA,Sudeste
1549,MG,Minas Gerais,JANAUBA,Sudeste
1550,MG,Minas Gerais,UNAI,Sudeste
1551,MG,Minas Gerais,CONEGO MARINHO,Sudeste
1552,MG,Minas Gerais,BONITO DE MINAS,Sudeste
1553,MG,Minas Gerais,JAPONVAR,Sudeste
1554,MG,Minas Gerais,JUVENILIA,Sudeste
1555,MG,Minas Gerais,SAO JOAO DA PONTE,Sudeste
1556,MG,Minas Gerais,ICARAI DE MINAS,Sudeste
1557,MG,Minas Gerais,CHAPADA GAUCHA,Sudeste
1558,MG,Minas Gerais,INIMUTABA,Sudeste
1559,MG,Minas Gerais,GRAO MOGOL,Sudeste
1560,MG,Minas Gerais,CRISTALIA,Sudeste
1561,MG,Minas Gerais,PADRE CARVALHO,Sudeste
1562,MG,Minas Gerais,FUNILANDIA,Sudeste
1563,MG,Minas Gerais,SANTANA DE PIRAPAMA,Sudeste
1564,MG,Minas Gerais,ITAPAGIPE,Sudeste
1565,MG,Minas Gerais,JEQUITIBA,Sudeste
1566,MG,Minas Gerais,PRUDENTE DE MORAIS,Sudeste
1567,MG,Minas Gerais,CAETANOPOLIS,Sudeste
1568,MG,Minas Gerais,PARAOPEBA,Sudeste
1569,MG,Minas Gerais,INHAUMA,Sudeste
1570,MG,Minas Gerais,FELIXLANDIA,Sudeste
1571,MG,Minas Gerais,SAO JOAO DA LAGOA,Sudeste
1572,MG,Minas Gerais,SAO JOAO DO PACUI,Sudeste
1573,MG,Minas Gerais,SALINAS,Sudeste
1574,MG,Minas Gerais,FRUTA DE LEITE,Sudeste
1575,MG,Minas Gerais,RIO PARDO DE MINAS,Sudeste
1576,MG,Minas Gerais,TAIOBEIRAS,Sudeste
1577,MG,Minas Gerais,RUBELITA,Sudeste
1578,MG,Minas Gerais,NINHEIRA,Sudeste
1579,MG,Minas Gerais,INDAIABIRA,Sudeste
1580,MG,Minas Gerais,IBIA,Sudeste
1581,MG,Minas Gerais,NOVA PONTE,Sudeste
1582,MG,Minas Gerais,SERRA DO SALITRE,Sudeste
1583,MG,Minas Gerais,POUSO ALEGRE,Sudeste
1584,MG,Minas Gerais,SANTA RITA DO SAPUCAI,Sudeste
1585,MG,Minas Gerais,PERDOES,Sudeste
1586,MG,Minas Gerais,GRUPIARA,Sudeste
1587,MG,Minas Gerais,ITUMIRIM,Sudeste
1588,MG,Minas Gerais,ITAVERAVA,Sudeste
1589,MG,Minas Gerais,CAMPO BELO,Sudeste
1590,MG,Minas Gerais,SAO FRANCISCO DE PAULA,Sudeste
1591,MG,Minas Gerais,DELFIM MOREIRA,Sudeste
1592,MG,Minas Gerais,SANTA VITORIA,Sudeste
1593,MG,Minas Gerais,RIBEIRAO VERMELHO,Sudeste
1594,MG,Minas Gerais,ALPINOPOLIS,Sudeste
1595,MG,Minas Gerais,IJACI,Sudeste
1596,MG,Minas Gerais,CAMANDUCAIA,Sudeste
1597,MG,Minas Gerais,MEDEIROS,Sudeste
1598,MG,Minas Gerais,DORES DO INDAIA,Sudeste
1599,MG,Minas Gerais,LUZ,Sudeste
1600,MG,Minas Gerais,AUGUSTO DE LIMA,Sudeste
1601,MG,Minas Gerais,NAZARENO,Sudeste
1602,MG,Minas Gerais,BAMBUI,Sudeste
1603,MG,Minas Gerais,CORREGO DANTA,Sudeste
1604,MG,Minas Gerais,GUIMARANIA,Sudeste
1605,MG,Minas Gerais,IRAI DE MINAS,Sudeste
1606,MG,Minas Gerais,RIO PARANAIBA,Sudeste
1607,MG,Minas Gerais,CEDRO DO ABAETE,Sudeste
1608,MG,Minas Gerais,QUARTEL GERAL,Sudeste
1609,MG,Minas Gerais,IBIRACI,Sudeste
1610,MG,Minas Gerais,BIQUINHAS,Sudeste
1611,MG,Minas Gerais,AGUAS VERMELHAS,Sudeste
1612,MG,Minas Gerais,PEDRA AZUL,Sudeste
1613,MG,Minas Gerais,TUMIRITINGA,Sudeste
1614,MG,Minas Gerais,RIACHINHO,Sudeste
1615,MG,Minas Gerais,URUCUIA,Sudeste
1616,MG,Minas Gerais,SERICITA,Sudeste
1617,MG,Minas Gerais,ESTIVA,Sudeste
1618,MG,Minas Gerais,CASCALHO RICO,Sudeste
1619,MG,Minas Gerais,DOURADOQUARA,Sudeste
1620,MG,Minas Gerais,SERRA DOS AIMORES,Sudeste
1621,MG,Minas Gerais,FORMIGA,Sudeste
1622,MG,Minas Gerais,PERDIZES,Sudeste
1623,MG,Minas Gerais,ITAPECERICA,Sudeste
1624,MG,Minas Gerais,CONGONHAS,Sudeste
1625,MG,Minas Gerais,ALTO RIO DOCE,Sudeste
1626,MG,Minas Gerais,CATAS ALTAS,Sudeste
1627,MG,Minas Gerais,SENHORA DE OLIVEIRA,Sudeste
1628,MG,Minas Gerais,MADRE DE DEUS DE MINAS,Sudeste
1629,MG,Minas Gerais,BRAS PIRES,Sudeste
1630,MG,Minas Gerais,ARCOS,Sudeste
1631,MG,Minas Gerais,ARAXA,Sudeste
1632,MG,Minas Gerais,AIMORES,Sudeste
1633,MG,Minas Gerais,DURANDE,Sudeste
1634,MG,Minas Gerais,CORONEL FABRICIANO,Sudeste
1635,MG,Minas Gerais,MANHUMIRIM,Sudeste
1636,MG,Minas Gerais,TUPACIGUARA,Sudeste
1637,MG,Minas Gerais,IAPU,Sudeste
1638,MG,Minas Gerais,CIPOTANEA,Sudeste
1639,MG,Minas Gerais,CATAS ALTAS DA NORUEGA,Sudeste
1640,MG,Minas Gerais,BUENO BRANDAO,Sudeste
1641,MG,Minas Gerais,CONCEICAO DA APARECIDA,Sudeste
1642,MG,Minas Gerais,ITABIRINHA,Sudeste
1643,MG,Minas Gerais,MENDES PIMENTEL,Sudeste
1644,MG,Minas Gerais,DIVINO DAS LARANJEIRAS,Sudeste
1645,MG,Minas Gerais,RESPLENDOR,Sudeste
1646,MG,Minas Gerais,CONSELHEIRO PENA,Sudeste
1647,MG,Minas Gerais,GALILEIA,Sudeste
1648,MG,Minas Gerais,SAO PEDRO DO SUACUI,Sudeste
1649,MG,Minas Gerais,PASSA-VINTE,Sudeste
1650,MG,Minas Gerais,BOM JARDIM DE MINAS,Sudeste
1651,MG,Minas Gerais,BIAS FORTES,Sudeste
1652,MG,Minas Gerais,SALTO DA DIVISA,Sudeste
1653,MG,Minas Gerais,ITURAMA,Sudeste
1654,MG,Minas Gerais,RAUL SOARES,Sudeste
1655,MG,Minas Gerais,ABADIA DOS DOURADOS,Sudeste
1656,MG,Minas Gerais,BURITIS,Sudeste
1657,MG,Minas Gerais,CANAPOLIS,Sudeste
1658,MG,Minas Gerais,MONTE ALEGRE DE MINAS,Sudeste
1659,MG,Minas Gerais,ROCHEDO DE MINAS,Sudeste
1660,MG,Minas Gerais,BICAS,Sudeste
1661,MG,Minas Gerais,ARAPORA,Sudeste
1662,MG,Minas Gerais,SANTANA DO DESERTO,Sudeste
1663,MG,Minas Gerais,CONSELHEIRO LAFAIETE,Sudeste
1664,MG,Minas Gerais,OURO BRANCO,Sudeste
1665,MG,Minas Gerais,CRISTIANO OTONI,Sudeste
1666,MG,Minas Gerais,CAPINOPOLIS,Sudeste
1667,MG,Minas Gerais,SAO JOAO DEL REI,Sudeste
1668,MG,Minas Gerais,LAGOA DOURADA,Sudeste
1669,MG,Minas Gerais,ITUTINGA,Sudeste
1670,MG,Minas Gerais,VESPASIANO,Sudeste
1671,MG,Minas Gerais,SENADOR JOSE BENTO,Sudeste
1672,MG,Minas Gerais,OURO FINO,Sudeste
1673,MG,Minas Gerais,CONGONHAL,Sudeste
1674,MG,Minas Gerais,ESPIRITO SANTO DO DOURADO,Sudeste
1675,MG,Minas Gerais,COMENDADOR GOMES,Sudeste
1676,MG,Minas Gerais,CONCEICAO DA BARRA DE MINAS,Sudeste
1677,MG,Minas Gerais,TIRADENTES,Sudeste
1678,MG,Minas Gerais,TOMBOS,Sudeste
1679,MG,Minas Gerais,RESSAQUINHA,Sudeste
1680,MG,Minas Gerais,ITAMARATI DE MINAS,Sudeste
1681,MG,Minas Gerais,NOVA LIMA,Sudeste
1682,MG,Minas Gerais,ALEM PARAIBA,Sudeste
1683,MG,Minas Gerais,AGUA BOA,Sudeste
1684,MG,Minas Gerais,PITANGUI,Sudeste
1685,MG,Minas Gerais,VOLTA GRANDE,Sudeste
1686,MG,Minas Gerais,ITABIRA,Sudeste
1687,MG,Minas Gerais,PONTE NOVA,Sudeste
1688,MG,Minas Gerais,IPATINGA,Sudeste
1689,MG,Minas Gerais,CARATINGA,Sudeste
1690,MG,Minas Gerais,TRES PONTAS,Sudeste
1691,MG,Minas Gerais,FRUTAL,Sudeste
1692,MG,Minas Gerais,SAO BRAS DO SUACUI,Sudeste
1693,MG,Minas Gerais,IPIACU,Sudeste
1694,MG,Minas Gerais,TAPIRA,Sudeste
1695,MG,Minas Gerais,JECEABA,Sudeste
1696,MG,Minas Gerais,BORDA DA MATA,Sudeste
1697,MG,Minas Gerais,ITUIUTABA,Sudeste
1698,MG,Minas Gerais,MEDINA,Sudeste
1699,MG,Minas Gerais,COMERCINHO,Sudeste
1700,MG,Minas Gerais,RUBIM,Sudeste
1701,MG,Minas Gerais,CHACARA,Sudeste
1702,MG,Minas Gerais,SIMAO PEREIRA,Sudeste
1703,MG,Minas Gerais,CACHOEIRA DE PAJEU,Sudeste
1704,MG,Minas Gerais,FERNANDES TOURINHO,Sudeste
1705,MG,Minas Gerais,ALPERCATA,Sudeste
1706,MG,Minas Gerais,BARROSO,Sudeste
1707,MG,Minas Gerais,MARILAC,Sudeste
1708,MG,Minas Gerais,SANTA MARIA DO SUACUI,Sudeste
1709,MG,Minas Gerais,FREI INOCENCIO,Sudeste
1710,MG,Minas Gerais,SOBRALIA,Sudeste
1711,MG,Minas Gerais,CARANDAI,Sudeste
1712,MG,Minas Gerais,INDIANOPOLIS,Sudeste
1713,MG,Minas Gerais,SANTA JULIANA,Sudeste
1714,MG,Minas Gerais,PEDRINOPOLIS,Sudeste
1715,MG,Minas Gerais,CONCEICAO DAS ALAGOAS,Sudeste
1716,MG,Minas Gerais,GURINHATA,Sudeste
1717,MG,Minas Gerais,DIVINESIA,Sudeste
1718,MG,Minas Gerais,SENADOR FIRMINO,Sudeste
1719,MG,Minas Gerais,RODEIRO,Sudeste
1720,MG,Minas Gerais,GUIRICEMA,Sudeste
1721,MG,Minas Gerais,GUARANI,Sudeste
1722,MG,Minas Gerais,PIRAUBA,Sudeste
1723,MG,Minas Gerais,FRONTEIRA,Sudeste
1724,MG,Minas Gerais,BANDEIRA DO SUL,Sudeste
1725,MG,Minas Gerais,CAMPINA VERDE,Sudeste
1726,MG,Minas Gerais,DELTA,Sudeste
1727,MG,Minas Gerais,AGUA COMPRIDA,Sudeste
1728,MG,Minas Gerais,SAO FRANCISCO DE SALES,Sudeste
1729,MG,Minas Gerais,ESMERALDAS,Sudeste
1730,MG,Minas Gerais,LAGOA SANTA,Sudeste
1731,MG,Minas Gerais,SANTA BARBARA,Sudeste
1732,MG,Minas Gerais,RIO PRETO,Sudeste
1733,MG,Minas Gerais,EWBANK DA CAMARA,Sudeste
1734,MG,Minas Gerais,TRES CORACOES,Sudeste
1735,MG,Minas Gerais,LAMBARI,Sudeste
1736,MG,Minas Gerais,SAO THOME DAS LETRAS,Sudeste
1737,MG,Minas Gerais,CAXAMBU,Sudeste
1738,MG,Minas Gerais,CARMO DE MINAS,Sudeste
1739,MG,Minas Gerais,CRISTINA,Sudeste
1740,MG,Minas Gerais,BOM SUCESSO,Sudeste
1741,MG,Minas Gerais,OLIMPIO NORONHA,Sudeste
1742,MG,Minas Gerais,SOLEDADE DE MINAS,Sudeste
1743,MG,Minas Gerais,PAINS,Sudeste
1744,MG,Minas Gerais,MALACACHETA,Sudeste
1745,MG,Minas Gerais,PARAGUACU,Sudeste
1746,MG,Minas Gerais,ALMENARA,Sudeste
1747,MG,Minas Gerais,ATALEIA,Sudeste
1748,MG,Minas Gerais,OURO VERDE DE MINAS,Sudeste
1749,MG,Minas Gerais,CAMPANARIO,Sudeste
1750,MG,Minas Gerais,ITANHOMI,Sudeste
1751,MG,Minas Gerais,CAETE,Sudeste
1752,MG,Minas Gerais,SABARA,Sudeste
1753,MG,Minas Gerais,DELFINOPOLIS,Sudeste
1754,MG,Minas Gerais,JUATUBA,Sudeste
1755,MG,Minas Gerais,IBIRITE,Sudeste
1756,MG,Minas Gerais,BRUMADINHO,Sudeste
1757,MG,Minas Gerais,MESQUITA,Sudeste
1758,MG,Minas Gerais,BELO ORIENTE,Sudeste
1759,MG,Minas Gerais,MORRO DO PILAR,Sudeste
1760,MG,Minas Gerais,GUANHAES,Sudeste
1761,MG,Minas Gerais,BRAUNAS,Sudeste
1762,MG,Minas Gerais,FERROS,Sudeste
1763,MG,Minas Gerais,IPUIUNA,Sudeste
1764,MG,Minas Gerais,ITAJUBA,Sudeste
1765,MG,Minas Gerais,MACHADO,Sudeste
1766,MG,Minas Gerais,POCO FUNDO,Sudeste
1767,MG,Minas Gerais,CONQUISTA,Sudeste
1768,MG,Minas Gerais,CAPARAO,Sudeste
1769,MG,Minas Gerais,ELOI MENDES,Sudeste
1770,MG,Minas Gerais,FORMOSO,Sudeste
1771,MG,Minas Gerais,JABOTICATUBAS,Sudeste
1772,MG,Minas Gerais,INHAPIM,Sudeste
1773,MG,Minas Gerais,BOM JESUS DO GALHO,Sudeste
1774,MG,Minas Gerais,VERISSIMO,Sudeste
1775,MG,Minas Gerais,UNIAO DE MINAS,Sudeste
1776,MG,Minas Gerais,FORTALEZA DE MINAS,Sudeste
1777,MG,Minas Gerais,SAO JOAO BATISTA DO GLORIA,Sudeste
1778,MG,Minas Gerais,PRATAPOLIS,Sudeste
1779,MG,Minas Gerais,CAMPO FLORIDO,Sudeste
1780,MG,Minas Gerais,ACUCENA,Sudeste
1781,MG,Minas Gerais,LARANJAL,Sudeste
1782,MG,Minas Gerais,PEDRALVA,Sudeste
1783,MG,Minas Gerais,HELIODORA,Sudeste
1784,MG,Minas Gerais,WENCESLAU BRAZ,Sudeste
1785,MG,Minas Gerais,PIRANGUCU,Sudeste
1786,MG,Minas Gerais,NATERCIA,Sudeste
1787,MG,Minas Gerais,BOM REPOUSO,Sudeste
1788,MG,Minas Gerais,SAPUCAI-MIRIM,Sudeste
1789,MG,Minas Gerais,GONCALVES,Sudeste
1790,MG,Minas Gerais,TOLEDO,Sudeste
1791,MG,Minas Gerais,MUNHOZ,Sudeste
1792,MG,Minas Gerais,CONSOLACAO,Sudeste
1793,MG,Minas Gerais,PARAISOPOLIS,Sudeste
1794,MG,Minas Gerais,BOM JESUS DA PENHA,Sudeste
1795,MG,Minas Gerais,CARMO DO RIO CLARO,Sudeste
1796,MG,Minas Gerais,CENTRALINA,Sudeste
1797,MG,Minas Gerais,CACHOEIRA DOURADA,Sudeste
1798,MG,Minas Gerais,CARRANCAS,Sudeste
1799,MG,Minas Gerais,NEPOMUCENO,Sudeste
1800,MG,Minas Gerais,ALAGOA,Sudeste
1801,MG,Minas Gerais,CAMPO DO MEIO,Sudeste
1802,MG,Minas Gerais,BOA ESPERANCA,Sudeste
1803,MG,Minas Gerais,COQUEIRAL,Sudeste
1804,MG,Minas Gerais,GUAPE,Sudeste
1805,MG,Minas Gerais,ILICINEA,Sudeste
1806,MG,Minas Gerais,UBAI,Sudeste
1807,MG,Minas Gerais,POUSO ALTO,Sudeste
1808,MG,Minas Gerais,BRASILIA DE MINAS,Sudeste
1809,MG,Minas Gerais,ALVORADA DE MINAS,Sudeste
1810,MG,Minas Gerais,SAO ROMAO,Sudeste
1811,MG,Minas Gerais,RAPOSOS,Sudeste
1812,MG,Minas Gerais,PADRE PARAISO,Sudeste
1813,MG,Minas Gerais,COROACI,Sudeste
1814,MG,Minas Gerais,SAO JOAO EVANGELISTA,Sudeste
1815,MG,Minas Gerais,PECANHA,Sudeste
1816,MG,Minas Gerais,SAO JOSE DO JACURI,Sudeste
1817,MG,Minas Gerais,INGAI,Sudeste
1818,MG,Minas Gerais,GONZAGA,Sudeste
1819,MG,Minas Gerais,NACIP RAYDAN,Sudeste
1820,MG,Minas Gerais,TARUMIRIM,Sudeste
1821,MG,Minas Gerais,ENGENHEIRO CALDAS,Sudeste
1822,MG,Minas Gerais,MINDURI,Sudeste
1823,MG,Minas Gerais,ITINGA,Sudeste
1824,MG,Minas Gerais,NOVA UNIAO,Sudeste
1825,MG,Minas Gerais,TAQUARACU DE MINAS,Sudeste
1826,MG,Minas Gerais,CASSIA,Sudeste
1827,MG,Minas Gerais,ENTRE RIOS DE MINAS,Sudeste
1828,MG,Minas Gerais,CLARAVAL,Sudeste
1829,MG,Minas Gerais,BELO VALE,Sudeste
1830,MG,Minas Gerais,MOEDA,Sudeste
1831,MG,Minas Gerais,CAPELA NOVA,Sudeste
1832,MG,Minas Gerais,AGUANIL,Sudeste
1833,MG,Minas Gerais,CANA VERDE,Sudeste
1834,MG,Minas Gerais,SANTANA DO JACARE,Sudeste
1835,MG,Minas Gerais,DIVINOLANDIA DE MINAS,Sudeste
1836,MG,Minas Gerais,CORONEL MURTA,Sudeste
1837,MG,Minas Gerais,RIO DO PRADO,Sudeste
1838,MG,Minas Gerais,SAO JOSE DA LAPA,Sudeste
1839,MG,Minas Gerais,MIRABELA,Sudeste
1840,MG,Minas Gerais,CONFINS,Sudeste
1841,MG,Minas Gerais,CAPIM BRANCO,Sudeste
1842,MG,Minas Gerais,CLARO DOS POCOES,Sudeste
1843,MG,Minas Gerais,CANAA,Sudeste
1844,MG,Minas Gerais,CRISTAIS,Sudeste
1845,MG,Minas Gerais,ITAMBE DO MATO DENTRO,Sudeste
1846,MG,Minas Gerais,SANTO ANTONIO DO RIO ABAIXO,Sudeste
1847,MG,Minas Gerais,RIO PIRACICABA,Sudeste
1848,MG,Minas Gerais,CANDEIAS,Sudeste
1849,MG,Minas Gerais,CONCEICAO DE IPANEMA,Sudeste
1850,MG,Minas Gerais,SAO JOSE DO ALEGRE,Sudeste
1851,MG,Minas Gerais,SANTANA DO MANHUACU,Sudeste
1852,MG,Minas Gerais,MATIPO,Sudeste
1853,MG,Minas Gerais,VIRGINIA,Sudeste
1854,MG,Minas Gerais,CORREGO NOVO,Sudeste
1855,MG,Minas Gerais,DIONISIO,Sudeste
1856,MG,Minas Gerais,MARLIERIA,Sudeste
1857,MG,Minas Gerais,MARIA DA FE,Sudeste
1858,MG,Minas Gerais,VICOSA,Sudeste
1859,MG,Minas Gerais,CASA GRANDE,Sudeste
1860,MG,Minas Gerais,CORDISBURGO,Sudeste
1861,MG,Minas Gerais,MONTE AZUL,Sudeste
1862,MG,Minas Gerais,SANTO HIPOLITO,Sudeste
1863,MG,Minas Gerais,JOAQUIM FELICIO,Sudeste
1864,MG,Minas Gerais,SANTO ANTONIO DO AMPARO,Sudeste
1865,MG,Minas Gerais,CARMO DA MATA,Sudeste
1866,MG,Minas Gerais,BONFIM,Sudeste
1867,MG,Minas Gerais,BELMIRO BRAGA,Sudeste
1868,MG,Minas Gerais,DESTERRO DO MELO,Sudeste
1869,MG,Minas Gerais,SAO SEBASTIAO DO OESTE,Sudeste
1870,MG,Minas Gerais,CAMACHO,Sudeste
1871,MG,Minas Gerais,CRUCILANDIA,Sudeste
1872,MG,Minas Gerais,RIO MANSO,Sudeste
1873,MG,Minas Gerais,ITAGUARA,Sudeste
1874,MG,Minas Gerais,RIO ESPERA,Sudeste
1875,MG,Minas Gerais,PIRANGA,Sudeste
1876,MG,Minas Gerais,IGARATINGA,Sudeste
1877,MG,Minas Gerais,PIEDADE DOS GERAIS,Sudeste
1878,MG,Minas Gerais,PIAU,Sudeste
1879,MG,Minas Gerais,PIMENTA,Sudeste
1880,MG,Minas Gerais,JAPARAIBA,Sudeste
1881,MG,Minas Gerais,PRESIDENTE BERNARDES,Sudeste
1882,MG,Minas Gerais,SAO GERALDO,Sudeste
1883,MG,Minas Gerais,MATIAS BARBOSA,Sudeste
1884,MG,Minas Gerais,IGUATAMA,Sudeste
1885,MG,Minas Gerais,FLORESTAL,Sudeste
1886,MG,Minas Gerais,CONCEICAO DO PARA,Sudeste
1887,MG,Minas Gerais,AREADO,Sudeste
1888,MG,Minas Gerais,CORREGO FUNDO,Sudeste
1889,MG,Minas Gerais,BALDIM,Sudeste
1890,MG,Minas Gerais,SAO JOSE DA VARGINHA,Sudeste
1891,MG,Minas Gerais,CORONEL XAVIER CHAVES,Sudeste
1892,MG,Minas Gerais,ONCA DE PITANGUI,Sudeste
1893,MG,Minas Gerais,FORTUNA DE MINAS,Sudeste
1894,MG,Minas Gerais,VARGINHA,Sudeste
1895,MG,Minas Gerais,SERRANIA,Sudeste
1896,MG,Minas Gerais,CACHOEIRA DA PRATA,Sudeste
1897,MG,Minas Gerais,LAGOA GRANDE,Sudeste
1898,MG,Minas Gerais,FAMA,Sudeste
1899,MG,Minas Gerais,MONTE CARMELO,Sudeste
1900,MG,Minas Gerais,ESTRELA DO SUL,Sudeste
1901,MG,Minas Gerais,ROMARIA,Sudeste
1902,MG,Minas Gerais,DIVISA NOVA,Sudeste
1903,MG,Minas Gerais,IBITURUNA,Sudeste
1904,MG,Minas Gerais,POMPEU,Sudeste
1905,MG,Minas Gerais,LUMINARIAS,Sudeste
1906,MG,Minas Gerais,JOANESIA,Sudeste
1907,MG,Minas Gerais,NOVA ERA,Sudeste
1908,MG,Minas Gerais,ARACAI,Sudeste
1909,MG,Minas Gerais,ITANHANDU,Sudeste
1910,MG,Minas Gerais,LIBERDADE,Sudeste
1911,MG,Minas Gerais,CONCEICAO DOS OUROS,Sudeste
1912,MG,Minas Gerais,CAREACU,Sudeste
1913,MG,Minas Gerais,CACHOEIRA DE MINAS,Sudeste
1914,MG,Minas Gerais,JACUTINGA,Sudeste
1915,MG,Minas Gerais,SAO GONCALO DO SAPUCAI,Sudeste
1916,MG,Minas Gerais,SANTA BARBARA DO MONTE VERDE,Sudeste
1917,MG,Minas Gerais,LAGOA FORMOSA,Sudeste
1918,MG,Minas Gerais,SANTA MARIA DE ITABIRA,Sudeste
1919,MG,Minas Gerais,ASTOLFO DUTRA,Sudeste
1920,MG,Minas Gerais,BOM JESUS DO AMPARO,Sudeste
1921,MG,Minas Gerais,SANTANA DE CATAGUASES,Sudeste
1922,MG,Minas Gerais,PERIQUITO,Sudeste
1923,MG,Minas Gerais,PEDRO TEIXEIRA,Sudeste
1924,MG,Minas Gerais,DESCOBERTO,Sudeste
1925,MG,Minas Gerais,DORES DO TURVO,Sudeste
1926,MG,Minas Gerais,TABULEIRO,Sudeste
1927,MG,Minas Gerais,JOAO MONLEVADE,Sudeste
1928,MG,Minas Gerais,ALVINOPOLIS,Sudeste
1929,MG,Minas Gerais,ANTONIO CARLOS,Sudeste
1930,MG,Minas Gerais,MERCES,Sudeste
1931,MG,Minas Gerais,SAO SEBASTIAO DO PARAISO,Sudeste
1932,MG,Minas Gerais,SANTA BARBARA DO TUGURIO,Sudeste
1933,MG,Minas Gerais,CARANAIBA,Sudeste
1934,MG,Minas Gerais,ARACITABA,Sudeste
1935,MG,Minas Gerais,SILVEIRANIA,Sudeste
1936,MG,Minas Gerais,RIO DOCE,Sudeste
1937,MG,Minas Gerais,SAO TIAGO,Sudeste
1938,MG,Minas Gerais,GUIDOVAL,Sudeste
1939,MG,Minas Gerais,ALFREDO VASCONCELOS,Sudeste
1940,MG,Minas Gerais,IBERTIOGA,Sudeste
1941,MG,Minas Gerais,PRADOS,Sudeste
1942,MG,Minas Gerais,DORES DE CAMPOS,Sudeste
1943,MG,Minas Gerais,RESENDE COSTA,Sudeste
1944,MG,Minas Gerais,SANTA CRUZ DE MINAS,Sudeste
1945,MG,Minas Gerais,ITAMOGI,Sudeste
1946,MG,Minas Gerais,OLIVEIRA FORTES,Sudeste
1947,MG,Minas Gerais,PIEDADE DO RIO GRANDE,Sudeste
1948,MG,Minas Gerais,GOIANA,Sudeste
1949,MG,Minas Gerais,SANTO ANTONIO DO AVENTUREIRO,Sudeste
1950,MG,Minas Gerais,CAJURI,Sudeste
1951,MG,Minas Gerais,PORTO FIRME,Sudeste
1952,MG,Minas Gerais,SAO MIGUEL DO ANTA,Sudeste
1953,MG,Minas Gerais,TEIXEIRAS,Sudeste
1954,MG,Minas Gerais,PEDRA DO ANTA,Sudeste
1955,MG,Minas Gerais,COIMBRA,Sudeste
1956,MG,Minas Gerais,ARAPONGA,Sudeste
1957,MG,Minas Gerais,VARGEM BONITA,Sudeste
1958,MG,Minas Gerais,BONFINOPOLIS DE MINAS,Sudeste
1959,MG,Minas Gerais,ITAU DE MINAS,Sudeste
1960,MG,Minas Gerais,SAO JOSE DA BARRA,Sudeste
1961,MG,Minas Gerais,ALTEROSA,Sudeste
1962,MG,Minas Gerais,JACUI,Sudeste
1963,MG,Minas Gerais,ARCEBURGO,Sudeste
