pk_local,uf,nome_estado,municipio,regiao
4252,RS,Rio Grande do Sul,TUNAS,Sul
4253,RS,Rio Grande do Sul,PROTASIO ALVES,Sul
4254,RS,Rio Grande do Sul,BARAO,Sul
4255,RS,Rio Grande do Sul,NOVA ROMA DO SUL,Sul
4256,RS,Rio Grande do Sul,BOQUEIRAO DO LEAO,Sul
4257,RS,Rio Grande do Sul,ALTO FELIZ,Sul
4258,RS,Rio Grande do Sul,SALVADOR DO SUL,Sul
4259,RS,Rio Grande do Sul,CAPITAO,Sul
4260,RS,Rio Grande do Sul,SANTA TEREZA,Sul
4261,RS,Rio Grande do Sul,SAO NICOLAU,Sul
4262,RS,Rio Grande do Sul,NOVA PRATA,Sul
4263,RS,Rio Grande do Sul,VILA FLORES,Sul
4264,RS,Rio Grande do Sul,ITAPUCA,Sul
4265,RS,Rio Grande do Sul,FLORIANO PEIXOTO,Sul
4266,RS,Rio Grande do Sul,COLORADO,Sul
4267,RS,Rio Grande do Sul,SELBACH,Sul
4268,RS,Rio Grande do Sul,FREDERICO WESTPHALEN,Sul
4269,RS,Rio Grande do Sul,PANAMBI,Sul
4270,RS,Rio Grande do Sul,SETE DE SETEMBRO,Sul
4271,RS,Rio Grande do Sul,TUPARENDI,Sul
4272,RS,Rio Grande do Sul,DOUTOR RICARDO,Sul
4273,RS,Rio Grande do Sul,ESPERANCA DO SUL,Sul
4274,RS,Rio Grande do Sul,SALDANHA MARINHO,Sul
4275,RS,Rio Grande do Sul,CAMARGO,Sul
4276,RS,Rio Grande do Sul,QUINZE DE NOVEMBRO,Sul
4277,RS,Rio Grande do Sul,FAXINAL DO SOTURNO,Sul
4278,RS,Rio Grande do Sul,SALTO DO JACUI,Sul
4279,RS,Rio Grande do Sul,PROGRESSO,Sul
4280,RS,Rio Grande do Sul,FELIZ,Sul
4281,RS,Rio Grande do Sul,MACHADINHO,Sul
4282,RS,Rio Grande do Sul,CACIQUE DOBLE,Sul
4283,RS,Rio Grande do Sul,VALE REAL,Sul
4284,RS,Rio Grande do Sul,UNIAO DA SERRA,Sul
4285,RS,Rio Grande do Sul,INHACORA,Sul
4286,RS,Rio Grande do Sul,PUTINGA,Sul
4287,RS,Rio Grande do Sul,TIRADENTES DO SUL,Sul
4288,RS,Rio Grande do Sul,REDENTORA,Sul
4289,RS,Rio Grande do Sul,ITACURUBI,Sul
4290,RS,Rio Grande do Sul,LAGOAO,Sul
4291,RS,Rio Grande do Sul,VICENTE DUTRA,Sul
4292,RS,Rio Grande do Sul,ALPESTRE,Sul
4293,RS,Rio Grande do Sul,TRINDADE DO SUL,Sul
4294,RS,Rio Grande do Sul,PINHAL DA SERRA,Sul
4295,RS,Rio Grande do Sul,ROLADOR,Sul
4296,RS,Rio Grande do Sul,NOVA RAMADA,Sul
4297,RS,Rio Grande do Sul,IVORA,Sul
4298,RS,Rio Grande do Sul,BARRACAO,Sul
4299,RS,Rio Grande do Sul,TIO HUGO,Sul
4300,RS,Rio Grande do Sul,POCO DAS ANTAS,Sul
4301,RS,Rio Grande do Sul,CAMPO NOVO,Sul
4302,RS,Rio Grande do Sul,COQUEIROS DO SUL,Sul
4303,RS,Rio Grande do Sul,CENTENARIO,Sul
4304,RS,Rio Grande do Sul,PALMITINHO,Sul
4305,RS,Rio Grande do Sul,AMETISTA DO SUL,Sul
4306,RS,Rio Grande do Sul,LINHA NOVA,Sul
4307,RS,Rio Grande do Sul,SAO PEDRO DO BUTIA,Sul
4308,RS,Rio Grande do Sul,SAGRADA FAMILIA,Sul
4309,RS,Rio Grande do Sul,BARRA DO GUARITA,Sul
4310,RS,Rio Grande do Sul,SAO JOSE DO SUL,Sul
4311,RS,Rio Grande do Sul,NOVA PADUA,Sul
4312,RS,Rio Grande do Sul,DERRUBADAS,Sul
4313,RS,Rio Grande do Sul,SANTA MARIA DO HERVAL,Sul
4314,RS,Rio Grande do Sul,UBIRETAMA,Sul
4315,RS,Rio Grande do Sul,MONTE ALEGRE DOS CAMPOS,Sul
4316,RS,Rio Grande do Sul,NOVA ALVORADA,Sul
4317,RS,Rio Grande do Sul,CAMPOS BORGES,Sul
4318,RS,Rio Grande do Sul,CORONEL BARROS,Sul
4319,RS,Rio Grande do Sul,CONDOR,Sul
4320,RS,Rio Grande do Sul,LAGOA DOS TRES CANTOS,Sul
4321,RS,Rio Grande do Sul,CANUDOS DO VALE,Sul
4322,RS,Rio Grande do Sul,GUABIJU,Sul
4323,RS,Rio Grande do Sul,SALVADOR DAS MISSOES,Sul
4324,RS,Rio Grande do Sul,SENADOR SALGADO FILHO,Sul
4325,RS,Rio Grande do Sul,DEZESSEIS DE NOVEMBRO,Sul
4326,RS,Rio Grande do Sul,RODEIO BONITO,Sul
4327,RS,Rio Grande do Sul,ESTRELA VELHA,Sul
4328,RS,Rio Grande do Sul,SANTA CECILIA DO SUL,Sul
4329,RS,Rio Grande do Sul,NOVA ESPERANCA DO SUL,Sul
4330,RS,Rio Grande do Sul,MATO LEITAO,Sul
4331,RS,Rio Grande do Sul,PIRAPO,Sul
4332,RS,Rio Grande do Sul,HERVEIRAS,Sul
4333,RS,Rio Grande do Sul,FAGUNDES VARELA,Sul
4334,RS,Rio Grande do Sul,NOVA CANDELARIA,Sul
4335,RS,Rio Grande do Sul,CORONEL PILAR,Sul
4336,RS,Rio Grande do Sul,MULITERNO,Sul
4337,RS,Rio Grande do Sul,SAO JOSE DO HORTENCIO,Sul
4338,RS,Rio Grande do Sul,GRAMADO DOS LOUREIROS,Sul
4339,RS,Rio Grande do Sul,GRAMADO XAVIER,Sul
4340,RS,Rio Grande do Sul,BARRA FUNDA,Sul
4341,RS,Rio Grande do Sul,BRAGA,Sul
4342,RS,Rio Grande do Sul,CAPAO BONITO DO SUL,Sul
4343,RS,Rio Grande do Sul,MAXIMILIANO DE ALMEIDA,Sul
4344,RS,Rio Grande do Sul,POUSO NOVO,Sul
4345,RS,Rio Grande do Sul,HUMAITA,Sul
4346,SC,Santa Catarina,LAGUNA,Sul
4347,SC,Santa Catarina,NAVEGANTES,Sul
4348,SC,Santa Catarina,LAGES,Sul
4349,SC,Santa Catarina,FLORIANOPOLIS,Sul
4350,SC,Santa Catarina,ITAJAI,Sul
4351,SC,Santa Catarina,JAGUARUNA,Sul
4352,SC,Santa Catarina,JOINVILLE,Sul
4353,SC,Santa Catarina,BARRA VELHA,Sul
4354,SC,Santa Catarina,GUABIRUBA,Sul
4355,SC,Santa Catarina,GRAO PARA,Sul
4356,SC,Santa Catarina,SAO JOSE,Sul
4357,SC,Santa Catarina,INDAIAL,Sul
4358,SC,Santa Catarina,IPUACU,Sul
4359,SC,Santa Catarina,CURITIBANOS,Sul
4360,SC,Santa Catarina,CHAPECO,Sul
4361,SC,Santa Catarina,URUBICI,Sul
4362,SC,Santa Catarina,CRICIUMA,Sul
4363,SC,Santa Catarina,GASPAR,Sul
4364,SC,Santa Catarina,BLUMENAU,Sul
4365,SC,Santa Catarina,TIMBO GRANDE,Sul
4366,SC,Santa Catarina,BOMBINHAS,Sul
4367,SC,Santa Catarina,BIGUACU,Sul
4368,SC,Santa Catarina,ITAIOPOLIS,Sul
4369,SC,Santa Catarina,LAURO MULLER,Sul
4370,SC,Santa Catarina,SANTO AMARO DA IMPERATRIZ,Sul
4371,SC,Santa Catarina,BOTUVERA,Sul
4372,SC,Santa Catarina,PALHOCA,Sul
4373,SC,Santa Catarina,SAO FRANCISCO DO SUL,Sul
4374,SC,Santa Catarina,TUBARAO,Sul
4375,SC,Santa Catarina,RIO DOS CEDROS,Sul
4376,SC,Santa Catarina,ANCHIETA,Sul
4377,SC,Santa Catarina,ICARA,Sul
4378,SC,Santa Catarina,SAO JOSE DO CERRITO,Sul
4379,SC,Santa Catarina,CAPIVARI DE BAIXO,Sul
4380,SC,Santa Catarina,ARMAZEM,Sul
4381,SC,Santa Catarina,GRAVATAL,Sul
4382,SC,Santa Catarina,ARARANGUA,Sul
4383,SC,Santa Catarina,IMBITUBA,Sul
4384,SC,Santa Catarina,ORLEANS,Sul
4385,SC,Santa Catarina,CELSO RAMOS,Sul
4386,SC,Santa Catarina,CANELINHA,Sul
4387,SC,Santa Catarina,MASSARANDUBA,Sul
4388,SC,Santa Catarina,URUPEMA,Sul
4389,SC,Santa Catarina,SAO JOAQUIM,Sul
4390,SC,Santa Catarina,RIQUEZA,Sul
4391,SC,Santa Catarina,PALMITOS,Sul
4392,SC,Santa Catarina,PORTO BELO,Sul
4393,SC,Santa Catarina,GAROPABA,Sul
4394,SC,Santa Catarina,ANGELINA,Sul
4395,SC,Santa Catarina,ANTONIO CARLOS,Sul
4396,SC,Santa Catarina,SCHROEDER,Sul
4397,SC,Santa Catarina,GARUVA,Sul
4398,SC,Santa Catarina,ITAPOA,Sul
4399,SC,Santa Catarina,LAURENTINO,Sul
4400,SC,Santa Catarina,TAIO,Sul
4401,SC,Santa Catarina,IBIRAMA,Sul
4402,SC,Santa Catarina,VIDAL RAMOS,Sul
4403,SC,Santa Catarina,PRESIDENTE GETULIO,Sul
4404,SC,Santa Catarina,AURORA,Sul
4405,SC,Santa Catarina,ITUPORANGA,Sul
4406,SC,Santa Catarina,AGROLANDIA,Sul
4407,SC,Santa Catarina,TROMBUDO CENTRAL,Sul
4408,SC,Santa Catarina,PETROLANDIA,Sul
4409,SC,Santa Catarina,JOSE BOITEUX,Sul
4410,SC,Santa Catarina,PRESIDENTE NEREU,Sul
4411,SC,Santa Catarina,RIO DO SUL,Sul
4412,SC,Santa Catarina,SAO LUDGERO,Sul
4413,SC,Santa Catarina,URUSSANGA,Sul
4414,SC,Santa Catarina,SAO JOAO BATISTA,Sul
4415,SC,Santa Catarina,PAULO LOPES,Sul
4416,SC,Santa Catarina,SAO MARTINHO,Sul
4417,SC,Santa Catarina,IMARUI,Sul
4418,SC,Santa Catarina,NOVA VENEZA,Sul
4419,SC,Santa Catarina,BRUSQUE,Sul
4420,SC,Santa Catarina,LUIZ ALVES,Sul
4421,SC,Santa Catarina,TIMBO,Sul
4422,SC,Santa Catarina,BENEDITO NOVO,Sul
4423,SC,Santa Catarina,ANITAPOLIS,Sul
4424,SC,Santa Catarina,ANITA GARIBALDI,Sul
4425,SC,Santa Catarina,PONTE SERRADA,Sul
4426,SC,Santa Catarina,AGRONOMICA,Sul
4427,SC,Santa Catarina,RIO DO OESTE,Sul
4428,SC,Santa Catarina,RIO DO CAMPO,Sul
4429,SC,Santa Catarina,POUSO REDONDO,Sul
4430,SC,Santa Catarina,TRES BARRAS,Sul
4431,SC,Santa Catarina,ASCURRA,Sul
4432,SC,Santa Catarina,RODEIO,Sul
4433,SC,Santa Catarina,APIUNA,Sul
4434,SC,Santa Catarina,ILHOTA,Sul
4435,SC,Santa Catarina,DOUTOR PEDRINHO,Sul
4436,SC,Santa Catarina,TIMBE DO SUL,Sul
4437,SC,Santa Catarina,SANTA ROSA DE LIMA,Sul
4438,SC,Santa Catarina,CERRO NEGRO,Sul
4439,SC,Santa Catarina,PRAIA GRANDE,Sul
4440,SC,Santa Catarina,SAO BONIFACIO,Sul
4441,SC,Santa Catarina,MATOS COSTA,Sul
4442,SC,Santa Catarina,AGUA DOCE,Sul
4443,SC,Santa Catarina,CACADOR,Sul
4444,SC,Santa Catarina,GOVERNADOR CELSO RAMOS,Sul
4445,SC,Santa Catarina,TIJUCAS,Sul
4446,SC,Santa Catarina,BALNEARIO PICARRAS,Sul
4447,SC,Santa Catarina,CAMPO BELO DO SUL,Sul
4448,SC,Santa Catarina,CORREIA PINTO,Sul
4449,SC,Santa Catarina,OTACILIO COSTA,Sul
4450,SC,Santa Catarina,TREZE TILIAS,Sul
4451,SC,Santa Catarina,JOACABA,Sul
4452,SC,Santa Catarina,MONTE CARLO,Sul
4453,SC,Santa Catarina,RIO DAS ANTAS,Sul
4454,SC,Santa Catarina,CAPINZAL,Sul
4455,SC,Santa Catarina,IBICARE,Sul
4456,SC,Santa Catarina,CONCORDIA,Sul
4457,SC,Santa Catarina,CATANDUVAS,Sul
4458,SC,Santa Catarina,TANGARA,Sul
4459,SC,Santa Catarina,ABDON BATISTA,Sul
4460,SC,Santa Catarina,HERVAL D'OESTE,Sul
4461,SC,Santa Catarina,MORRO DA FUMACA,Sul
4462,SC,Santa Catarina,SAO CRISTOVAO DO SUL,Sul
4463,SC,Santa Catarina,PERITIBA,Sul
4464,SC,Santa Catarina,PONTE ALTA,Sul
4465,SC,Santa Catarina,IRINEOPOLIS,Sul
4466,SC,Santa Catarina,NOVA TRENTO,Sul
4467,SC,Santa Catarina,SAO LOURENCO DO OESTE,Sul
4468,SC,Santa Catarina,QUILOMBO,Sul
4469,SC,Santa Catarina,ARAQUARI,Sul
4470,SC,Santa Catarina,SANTA CECILIA,Sul
4471,SC,Santa Catarina,CAMPOS NOVOS,Sul
4472,SC,Santa Catarina,VIDEIRA,Sul
4473,SC,Santa Catarina,SAO CARLOS,Sul
4474,SC,Santa Catarina,PENHA,Sul
4475,SC,Santa Catarina,RIO NEGRINHO,Sul
4476,SC,Santa Catarina,CANOINHAS,Sul
4477,SC,Santa Catarina,JUPIA,Sul
4478,SC,Santa Catarina,SOMBRIO,Sul
4479,SC,Santa Catarina,BOM RETIRO,Sul
4480,SC,Santa Catarina,JACINTO MACHADO,Sul
4481,SC,Santa Catarina,PASSO DE TORRES,Sul
4482,SC,Santa Catarina,JABORA,Sul
4483,SC,Santa Catarina,CAXAMBU DO SUL,Sul
4484,SC,Santa Catarina,RIO RUFINO,Sul
4485,SC,Santa Catarina,BRACO DO NORTE,Sul
4486,SC,Santa Catarina,SIDEROPOLIS,Sul
4487,SC,Santa Catarina,MAFRA,Sul
4488,SC,Santa Catarina,IRANI,Sul
4489,SC,Santa Catarina,PIRATUBA,Sul
4490,SC,Santa Catarina,XAXIM,Sul
4491,SC,Santa Catarina,MARACAJA,Sul
4492,SC,Santa Catarina,MAJOR GERCINO,Sul
4493,SC,Santa Catarina,CORUPA,Sul
4494,SC,Santa Catarina,JARAGUA DO SUL,Sul
4495,SC,Santa Catarina,CAMPO ALEGRE,Sul
4496,SC,Santa Catarina,SAO BENTO DO SUL,Sul
4497,SC,Santa Catarina,POMERODE,Sul
4498,SC,Santa Catarina,XANXERE,Sul
4499,SC,Santa Catarina,VITOR MEIRELES,Sul
4500,SC,Santa Catarina,SALETE,Sul
4501,SC,Santa Catarina,ITAPEMA,Sul
4502,SC,Santa Catarina,BOM JARDIM DA SERRA,Sul
4503,SC,Santa Catarina,MARAVILHA,Sul
4504,SC,Santa Catarina,FORMOSA DO SUL,Sul
4505,SC,Santa Catarina,CUNHA PORA,Sul
4506,SC,Santa Catarina,ITAPIRANGA,Sul
4507,SC,Santa Catarina,TUNAPOLIS,Sul
4508,SC,Santa Catarina,ROMELANDIA,Sul
4509,SC,Santa Catarina,ITA,Sul
4510,SC,Santa Catarina,FAXINAL DOS GUEDES,Sul
4511,SC,Santa Catarina,VARGEAO,Sul
4512,SC,Santa Catarina,GALVAO,Sul
4513,SC,Santa Catarina,CORONEL FREITAS,Sul
4514,SC,Santa Catarina,SAO DOMINGOS,Sul
4515,SC,Santa Catarina,CAMPO ERE,Sul
4516,SC,Santa Catarina,MODELO,Sul
4517,SC,Santa Catarina,PINHALZINHO,Sul
4518,SC,Santa Catarina,SAUDADES,Sul
4519,SC,Santa Catarina,IRACEMINHA,Sul
4520,SC,Santa Catarina,BALNEARIO CAMBORIU,Sul
4521,SC,Santa Catarina,CAMBORIU,Sul
4522,SC,Santa Catarina,SAO JOAO DO SUL,Sul
4523,SC,Santa Catarina,PORTO UNIAO,Sul
4524,SC,Santa Catarina,MAJOR VIEIRA,Sul
4525,SC,Santa Catarina,MONTE CASTELO,Sul
4526,SC,Santa Catarina,IPUMIRIM,Sul
4527,SC,Santa Catarina,XAVANTINA,Sul
4528,SC,Santa Catarina,BELMONTE,Sul
4529,SC,Santa Catarina,LONTRAS,Sul
4530,SC,Santa Catarina,LEOBERTO LEAL,Sul
4531,SC,Santa Catarina,PAPANDUVA,Sul
4532,SC,Santa Catarina,PASSOS MAIA,Sul
4533,SC,Santa Catarina,OURO VERDE,Sul
4534,SC,Santa Catarina,SERRA ALTA,Sul
4535,SC,Santa Catarina,ABELARDO LUZ,Sul
4536,SC,Santa Catarina,PALMA SOLA,Sul
4537,SC,Santa Catarina,LINDOIA DO SUL,Sul
4538,SC,Santa Catarina,NOVO HORIZONTE,Sul
4539,SC,Santa Catarina,MONDAI,Sul
4540,SC,Santa Catarina,SEARA,Sul
4541,SC,Santa Catarina,MAREMA,Sul
4542,SC,Santa Catarina,SAO MIGUEL DO OESTE,Sul
4543,SC,Santa Catarina,CORDILHEIRA ALTA,Sul
4544,SC,Santa Catarina,WITMARSUM,Sul
4545,SC,Santa Catarina,IMBUIA,Sul
4546,SC,Santa Catarina,SANTA TEREZINHA,Sul
4547,SC,Santa Catarina,PEDRAS GRANDES,Sul
4548,SC,Santa Catarina,COCAL DO SUL,Sul
4549,SC,Santa Catarina,LEBON REGIS,Sul
4550,SC,Santa Catarina,MACIEIRA,Sul
4551,SC,Santa Catarina,BELA VISTA DO TOLDO,Sul
4552,SC,Santa Catarina,JARDINOPOLIS,Sul
4553,SC,Santa Catarina,GUARACIABA,Sul
4554,SC,Santa Catarina,BRUNOPOLIS,Sul
4555,SC,Santa Catarina,RANCHO QUEIMADO,Sul
4556,SC,Santa Catarina,ARABUTA,Sul
4557,SC,Santa Catarina,IPIRA,Sul
4558,SC,Santa Catarina,OURO,Sul
4559,SC,Santa Catarina,LUZERNA,Sul
4560,SC,Santa Catarina,BALNEARIO BARRA DO SUL,Sul
4561,SC,Santa Catarina,PALMEIRA,Sul
4562,SC,Santa Catarina,CALMON,Sul
4563,SC,Santa Catarina,DONA EMMA,Sul
4564,SC,Santa Catarina,MIRIM DOCE,Sul
4565,SC,Santa Catarina,TREZE DE MAIO,Sul
4566,SC,Santa Catarina,BANDEIRANTE,Sul
4567,SC,Santa Catarina,PAINEL,Sul
4568,SC,Santa Catarina,VARGEM,Sul
4569,SC,Santa Catarina,GUARAMIRIM,Sul
4570,SC,Santa Catarina,ATALANTA,Sul
4571,SC,Santa Catarina,AGUAS DE CHAPECO,Sul
4572,SC,Santa Catarina,DIONISIO CERQUEIRA,Sul
4573,SC,Santa Catarina,SAO JOSE DO CEDRO,Sul
4574,SC,Santa Catarina,SANGAO,Sul
4575,SC,Santa Catarina,DESCANSO,Sul
4576,SC,Santa Catarina,CORONEL MARTINS,Sul
4577,SC,Santa Catarina,SAO PEDRO DE ALCANTARA,Sul
4578,SC,Santa Catarina,FRAIBURGO,Sul
4579,SC,Santa Catarina,MELEIRO,Sul
4580,SC,Santa Catarina,ERMO,Sul
4581,SC,Santa Catarina,CAPAO ALTO,Sul
4582,SC,Santa Catarina,IRATI,Sul
4583,SC,Santa Catarina,AGUAS MORNAS,Sul
4584,SC,Santa Catarina,BOCAINA DO SUL,Sul
4585,SC,Santa Catarina,ALFREDO WAGNER,Sul
4586,SC,Santa Catarina,BALNEARIO ARROIO DO SILVA,Sul
4587,SC,Santa Catarina,FORQUILHINHA,Sul
4588,SC,Santa Catarina,MORRO GRANDE,Sul
4589,SC,Santa Catarina,AGUAS FRIAS,Sul
4590,SC,Santa Catarina,NOVA ITABERABA,Sul
4591,SC,Santa Catarina,BOM JESUS DO OESTE,Sul
4592,SC,Santa Catarina,BALNEARIO GAIVOTA,Sul
4593,SC,Santa Catarina,GUATAMBU,Sul
4594,SC,Santa Catarina,TREVISO,Sul
4595,SC,Santa Catarina,TURVO,Sul
4596,SC,Santa Catarina,FREI ROGERIO,Sul
4597,SC,Santa Catarina,CHAPADAO DO LAGEADO,Sul
4598,SC,Santa Catarina,PONTE ALTA DO NORTE,Sul
4599,SC,Santa Catarina,SANTA ROSA DO SUL,Sul
4600,SC,Santa Catarina,ARROIO TRINTA,Sul
4601,SC,Santa Catarina,IOMERE,Sul
4602,SC,Santa Catarina,SANTA HELENA,Sul
4603,SC,Santa Catarina,GUARUJA DO SUL,Sul
4604,SC,Santa Catarina,SAO JOAO DO OESTE,Sul
4605,SC,Santa Catarina,SANTA TEREZINHA DO PROGRESSO,Sul
4606,SC,Santa Catarina,SAO MIGUEL DA BOA VISTA,Sul
4607,SC,Santa Catarina,PARAISO,Sul
4608,SC,Santa Catarina,IPORA DO OESTE,Sul
4609,SC,Santa Catarina,TIGRINHOS,Sul
4610,SC,Santa Catarina,NOVA ERECHIM,Sul
4611,SC,Santa Catarina,CAIBI,Sul
4612,SC,Santa Catarina,PRINCESA,Sul
4613,SC,Santa Catarina,UNIAO DO OESTE,Sul
4614,SC,Santa Catarina,SAO JOAO DO ITAPERIU,Sul
4615,SC,Santa Catarina,SALTINHO,Sul
4616,SC,Santa Catarina,BARRA BONITA,Sul
4617,SC,Santa Catarina,SAO BERNARDINO,Sul
4618,SC,Santa Catarina,LAJEADO GRANDE,Sul
4619,SC,Santa Catarina,SALTO VELOSO,Sul
4620,SC,Santa Catarina,PINHEIRO PRETO,Sul
4621,SC,Santa Catarina,VARGEM BONITA,Sul
4622,SC,Santa Catarina,ERVAL VELHO,Sul
4623,SC,Santa Catarina,IBIAM,Sul
4624,SC,Santa Catarina,ZORTEA,Sul
4625,SC,Santa Catarina,RIO FORTUNA,Sul
4626,SC,Santa Catarina,ALTO BELA VISTA,Sul
4627,SC,Santa Catarina,FLOR DO SERTAO,Sul
4628,SC,Santa Catarina,PLANALTO ALEGRE,Sul
4629,SC,Santa Catarina,LACERDOPOLIS,Sul
4630,SC,Santa Catarina,PRESIDENTE CASTELO BRANCO,Sul
4631,SC,Santa Catarina,SANTIAGO DO SUL,Sul
4632,SC,Santa Catarina,CUNHATAI,Sul
4633,SC,Santa Catarina,BOM JESUS,Sul
4634,SC,Santa Catarina,PAIAL,Sul
4635,SC,Santa Catarina,ARVOREDO,Sul
4636,SC,Santa Catarina,ENTRE RIOS,Sul
4637,SC,Santa Catarina,SUL BRASIL,Sul
4638,SC,Santa Catarina,PASSOS DE TORRES,Sul
4639,SC,Santa Catarina,BALNEARIO RINCAO,Sul
4640,SC,Santa Catarina,PESCARIA BRAVA,Sul
4641,SE,Sergipe,AREIA BRANCA,Nordeste
4642,SE,Sergipe,ITABAIANA,Nordeste
4643,SE,Sergipe,ARACAJU,Nordeste
4644,SE,Sergipe,NOSSA SENHORA DA GLORIA,Nordeste
4645,SE,Sergipe,SALGADO,Nordeste
4646,SE,Sergipe,PORTO DA FOLHA,Nordeste
4647,SE,Sergipe,ITABAIANINHA,Nordeste
4648,SE,Sergipe,PACATUBA,Nordeste
4649,SE,Sergipe,PIRAMBU,Nordeste
4650,SE,Sergipe,MONTE ALEGRE DE SERGIPE,Nordeste
4651,SE,Sergipe,CANINDE DE SAO FRANCISCO,Nordeste
4652,SE,Sergipe,GARARU,Nordeste
4653,SE,Sergipe,NOSSA SENHORA DO SOCORRO,Nordeste
4654,SE,Sergipe,ESTANCIA,Nordeste
4655,SE,Sergipe,CRISTINAPOLIS,Nordeste
4656,SE,Sergipe,UMBAUBA,Nordeste
4657,SE,Sergipe,INDIAROBA,Nordeste
4658,SE,Sergipe,JAPARATUBA,Nordeste
4659,SE,Sergipe,ARAUA,Nordeste
4660,SE,Sergipe,SANTA LUZIA DO ITANHY,Nordeste
4661,SE,Sergipe,SANTO AMARO DAS BROTAS,Nordeste
4662,SE,Sergipe,ITAPORANGA D'AJUDA,Nordeste
4663,SE,Sergipe,RIBEIROPOLIS,Nordeste
4664,SE,Sergipe,PROPRIA,Nordeste
4665,SE,Sergipe,LAGARTO,Nordeste
4666,SE,Sergipe,SAO CRISTOVAO,Nordeste
4667,SE,Sergipe,CARIRA,Nordeste
4668,SE,Sergipe,CAPELA,Nordeste
4669,SE,Sergipe,FREI PAULO,Nordeste
4670,SE,Sergipe,BOQUIM,Nordeste
4671,SE,Sergipe,NOSSA SENHORA APARECIDA,Nordeste
4672,SE,Sergipe,CAMPO DO BRITO,Nordeste
4673,SE,Sergipe,PEDRINHAS,Nordeste
4674,SE,Sergipe,POCO REDONDO,Nordeste
4675,SE,Sergipe,MURIBECA,Nordeste
4676,SE,Sergipe,SIRIRI,Nordeste
4677,SE,Sergipe,CARMOPOLIS,Nordeste
4678,SE,Sergipe,SIMAO DIAS,Nordeste
4679,SE,Sergipe,JAPOATA,Nordeste
4680,SE,Sergipe,MOITA BONITA,Nordeste
4681,SE,Sergipe,NEOPOLIS,Nordeste
4682,SE,Sergipe,TOBIAS BARRETO,Nordeste
4683,SE,Sergipe,BARRA DOS COQUEIROS,Nordeste
4684,SE,Sergipe,MACAMBIRA,Nordeste
4685,SE,Sergipe,TOMAR DO GERU,Nordeste
4686,SE,Sergipe,POCO VERDE,Nordeste
4687,SE,Sergipe,FEIRA NOVA,Nordeste
4688,SE,Sergipe,ITABI,Nordeste
4689,SE,Sergipe,AQUIDABA,Nordeste
4690,SE,Sergipe,CEDRO DE SAO JOAO,Nordeste
4691,SE,Sergipe,MALHADOR,Nordeste
4692,SE,Sergipe,RIACHUELO,Nordeste
4693,SE,Sergipe,ILHA DAS FLORES,Nordeste
4694,SE,Sergipe,NOSSA SENHORA DAS DORES,Nordeste
4695,SE,Sergipe,GRACHO CARDOSO,Nordeste
4696,SE,Sergipe,BREJO GRANDE,Nordeste
4697,SE,Sergipe,SANTANA DO SAO FRANCISCO,Nordeste
4698,SE,Sergipe,SAO FRANCISCO,Nordeste
4699,SE,Sergipe,SAO DOMINGOS,Nordeste
4700,SE,Sergipe,LARANJEIRAS,Nordeste
4701,SE,Sergipe,PINHAO,Nordeste
4702,SE,Sergipe,ROSARIO DO CATETE,Nordeste
4703,SE,Sergipe,MARUIM,Nordeste
4704,SE,Sergipe,PEDRA MOLE,Nordeste
4705,SE,Sergipe,TELHA,Nordeste
4706,SE,Sergipe,RIACHAO DO DANTAS,Nordeste
4707,SE,Sergipe,CANHOBA,Nordeste
4708,SE,Sergipe,DIVINA PASTORA,Nordeste
4709,SE,Sergipe,NOSSA SENHORA DE LOURDES,Nordeste
4710,SE,Sergipe,MALHADA DOS BOIS,Nordeste
4711,SE,Sergipe,SAO MIGUEL DO ALEIXO,Nordeste
4712,SE,Sergipe,CUMBE,Nordeste
4713,SE,Sergipe,AMPARO DE SAO FRANCISCO,Nordeste
4714,SE,Sergipe,GENERAL MAYNARD,Nordeste
4715,SE,Sergipe,SANTA ROSA DE LIMA,Nordeste
4716,SP,São Paulo,SAO PAULO,Sudeste
4717,SP,São Paulo,SAO SEBASTIAO,Sudeste
4718,SP,São Paulo,SANTOS,Sudeste
4719,SP,São Paulo,RIBEIRAO PRETO,Sudeste
4720,SP,São Paulo,GUARULHOS,Sudeste
4721,SP,São Paulo,CAMPINAS,Sudeste
4722,SP,São Paulo,BARRA BONITA,Sudeste
4723,SP,São Paulo,SAO JOSE DO BARREIRO,Sudeste
4724,SP,São Paulo,UBATUBA,Sudeste
4725,SP,São Paulo,SAO JOSE DO RIO PRETO,Sudeste
4726,SP,São Paulo,OURINHOS,Sudeste
4727,SP,São Paulo,CARAGUATATUBA,Sudeste
4728,SP,São Paulo,PARANAPANEMA,Sudeste
4729,SP,São Paulo,MAUA,Sudeste
4730,SP,São Paulo,SANTANA DA PONTE PENSA,Sudeste
4731,SP,São Paulo,PRAIA GRANDE,Sudeste
4732,SP,São Paulo,GUARIBA,Sudeste
4733,SP,São Paulo,VARGEM,Sudeste
4734,SP,São Paulo,PAULINIA,Sudeste
4735,SP,São Paulo,PERUIBE,Sudeste
4736,SP,São Paulo,SAO BERNARDO DO CAMPO,Sudeste
4737,SP,São Paulo,LAVRINHAS,Sudeste
4738,SP,São Paulo,CAJAMAR,Sudeste
4739,SP,São Paulo,ARUJA,Sudeste
