pk_tempo,data,ano,mes,dia,trimestre,diaSemana
12893,1977-09-03,1977,9,3,3,Saturday
14749,1977-10-16,1977,10,16,4,Sunday
9822,1980-02-08,1980,2,8,1,Friday
14013,1980-02-19,1980,2,19,1,Tuesday
11557,1980-03-15,1980,3,15,1,Saturday
11733,1980-03-21,1980,3,21,1,Friday
11588,1980-03-26,1980,3,26,1,Wednesday
13459,1980-04-25,1980,4,25,2,Friday
11618,1980-08-05,1980,8,5,3,Tuesday
11587,1980-08-12,1980,8,12,3,Tuesday
14037,1980-12-12,1980,12,12,4,Friday
12384,1981-01-19,1981,1,19,1,Monday
14109,1981-01-27,1981,1,27,1,Tuesday
12679,1981-02-09,1981,2,9,1,Monday
9847,1981-02-11,1981,2,11,1,Wednesday
10000,1981-02-13,1981,2,13,1,Friday
10044,1981-02-18,1981,2,18,1,Wednesday
14397,1981-02-28,1981,2,28,1,Saturday
12713,1981-04-08,1981,4,8,2,Wednesday
11850,1981-04-27,1981,4,27,2,Monday
11853,1981-05-26,1981,5,26,2,Tuesday
9855,1981-05-30,1981,5,30,2,Saturday
14490,1981-06-15,1981,6,15,2,Monday
11556,1981-06-25,1981,6,25,2,Thursday
13023,1981-06-27,1981,6,27,2,Saturday
13703,1981-07-07,1981,7,7,3,Tuesday
13891,1981-07-14,1981,7,14,3,Tuesday
13953,1981-07-15,1981,7,15,3,Wednesday
14084,1981-07-16,1981,7,16,3,Thursday
13747,1981-07-18,1981,7,18,3,Saturday
13331,1981-07-27,1981,7,27,3,Monday
9866,1981-07-28,1981,7,28,3,Tuesday
13944,1981-07-31,1981,7,31,3,Friday
12870,1981-08-01,1981,8,1,3,Saturday
13893,1981-08-05,1981,8,5,3,Wednesday
13894,1981-08-10,1981,8,10,3,Monday
13954,1981-08-12,1981,8,12,3,Wednesday
13609,1981-08-13,1981,8,13,3,Thursday
13564,1981-08-18,1981,8,18,3,Tuesday
13333,1981-08-19,1981,8,19,3,Wednesday
13924,1981-08-27,1981,8,27,3,Thursday
14143,1981-08-28,1981,8,28,3,Friday
13952,1981-08-29,1981,8,29,3,Saturday
13898,1981-09-04,1981,9,4,3,Friday
12857,1981-09-05,1981,9,5,3,Saturday
12871,1981-09-07,1981,9,7,3,Monday
11268,1981-09-08,1981,9,8,3,Tuesday
13918,1981-09-09,1981,9,9,3,Wednesday
9899,1981-09-15,1981,9,15,3,Tuesday
13925,1981-09-16,1981,9,16,3,Wednesday
13058,1981-09-17,1981,9,17,3,Thursday
13900,1981-09-20,1981,9,20,3,Sunday
13610,1981-09-22,1981,9,22,3,Tuesday
13702,1981-09-24,1981,9,24,3,Thursday
13704,1981-09-25,1981,9,25,3,Friday
13923,1981-09-29,1981,9,29,3,Tuesday
14334,1981-10-02,1981,10,2,4,Friday
13067,1981-10-03,1981,10,3,4,Saturday
14082,1981-10-05,1981,10,5,4,Monday
13692,1981-10-06,1981,10,6,4,Tuesday
14145,1981-10-07,1981,10,7,4,Wednesday
9523,1981-10-11,1981,10,11,4,Sunday
14018,1981-10-14,1981,10,14,4,Wednesday
13346,1981-10-17,1981,10,17,4,Saturday
13454,1981-10-23,1981,10,23,4,Friday
13942,1981-10-26,1981,10,26,4,Monday
13350,1981-10-29,1981,10,29,4,Thursday
13943,1981-10-30,1981,10,30,4,Friday
14087,1981-11-03,1981,11,3,4,Tuesday
14105,1981-11-06,1981,11,6,4,Friday
14073,1981-11-09,1981,11,9,4,Monday
13234,1981-11-14,1981,11,14,4,Saturday
14396,1981-11-25,1981,11,25,4,Wednesday
14020,1981-11-26,1981,11,26,4,Thursday
13945,1981-12-01,1981,12,1,4,Tuesday
13878,1981-12-03,1981,12,3,4,Thursday
13933,1981-12-08,1981,12,8,4,Tuesday
14329,1981-12-09,1981,12,9,4,Wednesday
13934,1981-12-10,1981,12,10,4,Thursday
9844,1981-12-11,1981,12,11,4,Friday
9845,1981-12-12,1981,12,12,4,Saturday
14099,1981-12-14,1981,12,14,4,Monday
13879,1981-12-15,1981,12,15,4,Tuesday
9846,1981-12-16,1981,12,16,4,Wednesday
13973,1981-12-21,1981,12,21,4,Monday
13068,1981-12-23,1981,12,23,4,Wednesday
13734,1981-12-28,1981,12,28,4,Monday
14032,1982-01-05,1982,1,5,1,Tuesday
14095,1982-01-08,1982,1,8,1,Friday
14074,1982-01-11,1982,1,11,1,Monday
13935,1982-01-15,1982,1,15,1,Friday
13936,1982-01-18,1982,1,18,1,Monday
13705,1982-01-19,1982,1,19,1,Tuesday
13940,1982-01-22,1982,1,22,1,Friday
13913,1982-01-24,1982,1,24,1,Sunday
13914,1982-01-27,1982,1,27,1,Wednesday
13941,1982-01-30,1982,1,30,1,Saturday
13931,1982-02-04,1982,2,4,1,Thursday
13915,1982-02-05,1982,2,5,1,Friday
13899,1982-02-08,1982,2,8,1,Monday
13797,1982-02-09,1982,2,9,1,Tuesday
13699,1982-02-10,1982,2,10,1,Wednesday
12883,1982-02-12,1982,2,12,1,Friday
14129,1982-02-15,1982,2,15,1,Monday
13727,1982-02-16,1982,2,16,1,Tuesday
13947,1982-02-17,1982,2,17,1,Wednesday
14086,1982-02-18,1982,2,18,1,Thursday
12342,1982-02-19,1982,2,19,1,Friday
14120,1982-02-25,1982,2,25,1,Thursday
13651,1982-03-11,1982,3,11,1,Thursday
13916,1982-03-12,1982,3,12,1,Friday
13728,1982-03-18,1982,3,18,1,Thursday
14091,1982-03-19,1982,3,19,1,Friday
13897,1982-03-23,1982,3,23,1,Tuesday
14130,1982-03-25,1982,3,25,1,Thursday
14132,1982-03-26,1982,3,26,1,Friday
14144,1982-04-02,1982,4,2,2,Friday
13888,1982-04-05,1982,4,5,2,Monday
13917,1982-04-07,1982,4,7,2,Wednesday
13950,1982-04-08,1982,4,8,2,Thursday
14101,1982-04-11,1982,4,11,2,Sunday
12881,1982-04-13,1982,4,13,2,Tuesday
9904,1982-04-14,1982,4,14,2,Wednesday
14068,1982-04-24,1982,4,24,2,Saturday
13071,1982-04-26,1982,4,26,2,Monday
13949,1982-04-27,1982,4,27,2,Tuesday
13921,1982-04-29,1982,4,29,2,Thursday
13103,1982-05-03,1982,5,3,2,Monday
10114,1982-05-04,1982,5,4,2,Tuesday
10128,1982-05-05,1982,5,5,2,Wednesday
13890,1982-05-06,1982,5,6,2,Thursday
13889,1982-05-07,1982,5,7,2,Friday
12882,1982-05-09,1982,5,9,2,Sunday
10133,1982-05-10,1982,5,10,2,Monday
13433,1982-05-12,1982,5,12,2,Wednesday
12875,1982-05-13,1982,5,13,2,Thursday
14075,1982-05-14,1982,5,14,2,Friday
14088,1982-05-15,1982,5,15,2,Saturday
13072,1982-05-17,1982,5,17,2,Monday
13939,1982-05-20,1982,5,20,2,Thursday
13901,1982-05-21,1982,5,21,2,Friday
14096,1982-05-24,1982,5,24,2,Monday
12341,1982-05-26,1982,5,26,2,Wednesday
12869,1982-06-02,1982,6,2,2,Wednesday
14047,1982-06-03,1982,6,3,2,Thursday
13946,1982-06-07,1982,6,7,2,Monday
14098,1982-06-09,1982,6,9,2,Wednesday
14070,1982-06-10,1982,6,10,2,Thursday
14048,1982-06-11,1982,6,11,2,Friday
12305,1982-06-16,1982,6,16,2,Wednesday
13652,1982-06-21,1982,6,21,2,Monday
14089,1982-06-22,1982,6,22,2,Tuesday
14085,1982-06-28,1982,6,28,2,Monday
14071,1982-06-29,1982,6,29,2,Tuesday
13707,1982-07-01,1982,7,1,3,Thursday
14332,1982-07-05,1982,7,5,3,Monday
13911,1982-07-07,1982,7,7,3,Wednesday
13493,1982-07-08,1982,7,8,3,Thursday
10413,1982-07-09,1982,7,9,3,Friday
13150,1982-07-10,1982,7,10,3,Saturday
14081,1982-07-14,1982,7,14,3,Wednesday
14059,1982-07-16,1982,7,16,3,Friday
14076,1982-07-17,1982,7,17,3,Saturday
13912,1982-07-18,1982,7,18,3,Sunday
10024,1982-07-20,1982,7,20,3,Tuesday
14107,1982-07-21,1982,7,21,3,Wednesday
12894,1982-07-23,1982,7,23,3,Friday
14333,1982-07-27,1982,7,27,3,Tuesday
14133,1982-07-28,1982,7,28,3,Wednesday
12937,1982-08-03,1982,8,3,3,Tuesday
10140,1982-08-04,1982,8,4,3,Wednesday
10143,1982-08-05,1982,8,5,3,Thursday
13123,1982-08-06,1982,8,6,3,Friday
13107,1982-08-08,1982,8,8,3,Sunday
10135,1982-08-10,1982,8,10,3,Tuesday
10136,1982-08-11,1982,8,11,3,Wednesday
10137,1982-08-12,1982,8,12,3,Thursday
13111,1982-08-13,1982,8,13,3,Friday
13134,1982-08-14,1982,8,14,3,Saturday
13108,1982-08-16,1982,8,16,3,Monday
14336,1982-08-17,1982,8,17,3,Tuesday
12972,1982-08-19,1982,8,19,3,Thursday
13012,1982-08-21,1982,8,21,3,Saturday
10147,1982-08-23,1982,8,23,3,Monday
12688,1982-08-25,1982,8,25,3,Wednesday
12686,1982-08-26,1982,8,26,3,Thursday
12956,1982-08-27,1982,8,27,3,Friday
12689,1982-08-30,1982,8,30,3,Monday
13088,1982-09-02,1982,9,2,3,Thursday
13090,1982-09-03,1982,9,3,3,Friday
13078,1982-09-04,1982,9,4,3,Saturday
13044,1982-09-05,1982,9,5,3,Sunday
12925,1982-09-06,1982,9,6,3,Monday
13112,1982-09-08,1982,9,8,3,Wednesday
12684,1982-09-09,1982,9,9,3,Thursday
12909,1982-09-10,1982,9,10,3,Friday
13087,1982-09-11,1982,9,11,3,Saturday
13100,1982-09-12,1982,9,12,3,Sunday
12910,1982-09-13,1982,9,13,3,Monday
12683,1982-09-14,1982,9,14,3,Tuesday
10141,1982-09-15,1982,9,15,3,Wednesday
13019,1982-09-16,1982,9,16,3,Thursday
13085,1982-09-20,1982,9,20,3,Monday
12712,1982-09-23,1982,9,23,3,Thursday
10139,1982-09-24,1982,9,24,3,Friday
12693,1982-09-25,1982,9,25,3,Saturday
13116,1982-09-27,1982,9,27,3,Monday
10144,1982-09-28,1982,9,28,3,Tuesday
12936,1982-09-29,1982,9,29,3,Wednesday
12685,1982-10-01,1982,10,1,4,Friday
13049,1982-10-02,1982,10,2,4,Saturday
13041,1982-10-03,1982,10,3,4,Sunday
12908,1982-10-04,1982,10,4,4,Monday
12957,1982-10-05,1982,10,5,4,Tuesday
13086,1982-10-07,1982,10,7,4,Thursday
13042,1982-10-08,1982,10,8,4,Friday
12680,1982-10-09,1982,10,9,4,Saturday
13119,1982-10-11,1982,10,11,4,Monday
12687,1982-10-12,1982,10,12,4,Tuesday
12949,1982-10-14,1982,10,14,4,Thursday
13106,1982-10-17,1982,10,17,4,Sunday
12681,1982-10-20,1982,10,20,4,Wednesday
12955,1982-10-22,1982,10,22,4,Friday
10138,1982-10-25,1982,10,25,4,Monday
12682,1982-10-26,1982,10,26,4,Tuesday
13117,1982-10-28,1982,10,28,4,Thursday
13121,1982-10-29,1982,10,29,4,Friday
12978,1982-10-30,1982,10,30,4,Saturday
13057,1982-11-01,1982,11,1,4,Monday
12933,1982-11-04,1982,11,4,4,Thursday
11016,1982-11-05,1982,11,5,4,Friday
13104,1982-11-06,1982,11,6,4,Saturday
8639,1982-11-08,1982,11,8,4,Monday
12716,1982-11-11,1982,11,11,4,Thursday
13075,1982-11-12,1982,11,12,4,Friday
13102,1982-11-13,1982,11,13,4,Saturday
13126,1982-11-14,1982,11,14,4,Sunday
13069,1982-11-17,1982,11,17,4,Wednesday
12903,1982-11-18,1982,11,18,4,Thursday
12913,1982-11-19,1982,11,19,4,Friday
10145,1982-11-22,1982,11,22,4,Monday
13048,1982-11-23,1982,11,23,4,Tuesday
13013,1982-11-25,1982,11,25,4,Thursday
10142,1982-11-26,1982,11,26,4,Friday
13113,1982-11-28,1982,11,28,4,Sunday
13053,1982-11-29,1982,11,29,4,Monday
8687,1982-11-30,1982,11,30,4,Tuesday
12926,1982-12-02,1982,12,2,4,Thursday
13105,1982-12-03,1982,12,3,4,Friday
13101,1982-12-04,1982,12,4,4,Saturday
13076,1982-12-06,1982,12,6,4,Monday
13054,1982-12-08,1982,12,8,4,Wednesday
13043,1982-12-09,1982,12,9,4,Thursday
12970,1982-12-10,1982,12,10,4,Friday
13047,1982-12-12,1982,12,12,4,Sunday
13114,1982-12-14,1982,12,14,4,Tuesday
13138,1982-12-15,1982,12,15,4,Wednesday
13035,1982-12-16,1982,12,16,4,Thursday
13130,1982-12-17,1982,12,17,4,Friday
12971,1982-12-20,1982,12,20,4,Monday
12934,1982-12-22,1982,12,22,4,Wednesday
13055,1982-12-23,1982,12,23,4,Thursday
13036,1982-12-27,1982,12,27,4,Monday
13056,1982-12-28,1982,12,28,4,Tuesday
11599,1983-01-20,1983,1,20,1,Thursday
13139,1983-01-22,1983,1,22,1,Saturday
12721,1983-02-02,1983,2,2,1,Wednesday
11713,1983-02-04,1983,2,4,1,Friday
14335,1983-02-07,1983,2,7,1,Monday
12720,1983-02-09,1983,2,9,1,Wednesday
13029,1983-02-11,1983,2,11,1,Friday
12690,1983-02-17,1983,2,17,1,Thursday
12714,1983-02-21,1983,2,21,1,Monday
12715,1983-02-23,1983,2,23,1,Wednesday
11018,1983-03-01,1983,3,1,1,Tuesday
12718,1983-03-02,1983,3,2,1,Wednesday
12719,1983-03-08,1983,3,8,1,Tuesday
12717,1983-03-09,1983,3,9,1,Wednesday
11272,1983-03-14,1983,3,14,1,Monday
13118,1983-03-20,1983,3,20,1,Sunday
14767,1983-03-21,1983,3,21,1,Monday
13153,1983-03-22,1983,3,22,1,Tuesday
14622,1983-03-23,1983,3,23,1,Wednesday
12965,1983-03-27,1983,3,27,1,Sunday
11273,1983-03-29,1983,3,29,1,Tuesday
11752,1983-04-04,1983,4,4,2,Monday
14764,1983-04-07,1983,4,7,2,Thursday
11267,1983-04-12,1983,4,12,2,Tuesday
11269,1983-04-13,1983,4,13,2,Wednesday
11274,1983-04-14,1983,4,14,2,Thursday
11275,1983-04-19,1983,4,19,2,Tuesday
11270,1983-04-20,1983,4,20,2,Wednesday
10146,1983-05-09,1983,5,9,2,Monday
11280,1983-05-10,1983,5,10,2,Tuesday
10155,1983-05-11,1983,5,11,2,Wednesday
12694,1983-05-19,1983,5,19,2,Thursday
11271,1983-05-23,1983,5,23,2,Monday
13511,1983-06-07,1983,6,7,2,Tuesday
11283,1983-06-08,1983,6,8,2,Wednesday
10156,1983-06-09,1983,6,9,2,Thursday
10154,1983-06-14,1983,6,14,2,Tuesday
11279,1983-06-15,1983,6,15,2,Wednesday
10148,1983-06-21,1983,6,21,2,Tuesday
12697,1983-06-22,1983,6,22,2,Wednesday
78,1983-06-29,1983,6,29,2,Wednesday
12306,1983-06-30,1983,6,30,2,Thursday
13136,1983-07-08,1983,7,8,3,Friday
10149,1983-07-14,1983,7,14,3,Thursday
10150,1983-07-15,1983,7,15,3,Friday
77,1983-07-20,1983,7,20,3,Wednesday
13512,1983-07-21,1983,7,21,3,Thursday
11611,1983-07-23,1983,7,23,3,Saturday
13122,1983-07-28,1983,7,28,3,Thursday
12698,1983-07-29,1983,7,29,3,Friday
12699,1983-07-30,1983,7,30,3,Saturday
12702,1983-08-04,1983,8,4,3,Thursday
11597,1983-08-07,1983,8,7,3,Sunday
12704,1983-08-08,1983,8,8,3,Monday
11281,1983-08-10,1983,8,10,3,Wednesday
11285,1983-08-11,1983,8,11,3,Thursday
11284,1983-08-12,1983,8,12,3,Friday
11277,1983-08-16,1983,8,16,3,Tuesday
14765,1983-08-19,1983,8,19,3,Friday
13037,1983-08-21,1983,8,21,3,Sunday
13032,1983-08-22,1983,8,22,3,Monday
13127,1983-08-27,1983,8,27,3,Saturday
12695,1983-08-31,1983,8,31,3,Wednesday
12574,1983-09-03,1983,9,3,3,Saturday
12724,1983-09-12,1983,9,12,3,Monday
11612,1983-09-14,1983,9,14,3,Wednesday
13519,1983-09-19,1983,9,19,3,Monday
14552,1983-09-21,1983,9,21,3,Wednesday
12696,1983-09-29,1983,9,29,3,Thursday
12919,1983-10-01,1983,10,1,4,Saturday
12571,1983-10-03,1983,10,3,4,Monday
11287,1983-10-04,1983,10,4,4,Tuesday
10151,1983-10-05,1983,10,5,4,Wednesday
14437,1983-10-07,1983,10,7,4,Friday
11615,1983-10-10,1983,10,10,4,Monday
71,1983-10-15,1983,10,15,4,Saturday
4654,1983-10-18,1983,10,18,4,Tuesday
11282,1983-10-20,1983,10,20,4,Thursday
11613,1983-10-24,1983,10,24,4,Monday
11296,1983-10-26,1983,10,26,4,Wednesday
12703,1983-10-27,1983,10,27,4,Thursday
14337,1983-11-03,1983,11,3,4,Thursday
12900,1983-11-10,1983,11,10,4,Thursday
81,1983-11-16,1983,11,16,4,Wednesday
14343,1983-11-18,1983,11,18,4,Friday
11276,1983-11-22,1983,11,22,4,Tuesday
80,1983-11-23,1983,11,23,4,Wednesday
72,1983-11-25,1983,11,25,4,Friday
13045,1983-11-28,1983,11,28,4,Monday
14345,1983-11-30,1983,11,30,4,Wednesday
12828,1983-12-03,1983,12,3,4,Saturday
11290,1983-12-05,1983,12,5,4,Monday
10153,1983-12-06,1983,12,6,4,Tuesday
14623,1983-12-12,1983,12,12,4,Monday
11782,1983-12-14,1983,12,14,4,Wednesday
11772,1983-12-17,1983,12,17,4,Saturday
14346,1983-12-27,1983,12,27,4,Tuesday
14524,1983-12-30,1983,12,30,4,Friday
14344,1984-01-02,1984,1,2,1,Monday
8774,1984-01-07,1984,1,7,1,Saturday
11017,1984-01-11,1984,1,11,1,Wednesday
10152,1984-01-17,1984,1,17,1,Tuesday
14341,1984-01-20,1984,1,20,1,Friday
11712,1984-01-22,1984,1,22,1,Sunday
13644,1984-01-28,1984,1,28,1,Saturday
12994,1984-01-31,1984,1,31,1,Tuesday
14342,1984-02-01,1984,2,1,1,Wednesday
13157,1984-02-07,1984,2,7,1,Tuesday
11021,1984-02-08,1984,2,8,1,Wednesday
13128,1984-02-10,1984,2,10,1,Friday
11292,1984-02-11,1984,2,11,1,Saturday
11322,1984-02-13,1984,2,13,1,Monday
11291,1984-02-14,1984,2,14,1,Tuesday
13474,1984-02-16,1984,2,16,1,Thursday
13646,1984-02-17,1984,2,17,1,Friday
13488,1984-02-21,1984,2,21,1,Tuesday
14338,1984-02-23,1984,2,23,1,Thursday
14752,1984-02-25,1984,2,25,1,Saturday
11614,1984-02-28,1984,2,28,1,Tuesday
11760,1984-03-01,1984,3,1,1,Thursday
8690,1984-03-04,1984,3,4,1,Sunday
14339,1984-03-13,1984,3,13,1,Tuesday
12898,1984-03-16,1984,3,16,1,Friday
13033,1984-03-21,1984,3,21,1,Wednesday
11336,1984-03-22,1984,3,22,1,Thursday
11019,1984-03-29,1984,3,29,1,Thursday
11020,1984-03-30,1984,3,30,1,Friday
11661,1984-04-07,1984,4,7,2,Saturday
11361,1984-04-13,1984,4,13,2,Friday
11662,1984-04-14,1984,4,14,2,Saturday
10991,1984-04-16,1984,4,16,2,Monday
12691,1984-04-17,1984,4,17,2,Tuesday
13464,1984-04-25,1984,4,25,2,Wednesday
13647,1984-04-26,1984,4,26,2,Thursday
13326,1984-04-30,1984,4,30,2,Monday
12707,1984-05-10,1984,5,10,2,Thursday
11288,1984-05-11,1984,5,11,2,Friday
11293,1984-05-12,1984,5,12,2,Saturday
11339,1984-05-14,1984,5,14,2,Monday
13404,1984-05-15,1984,5,15,2,Tuesday
12924,1984-05-17,1984,5,17,2,Thursday
13613,1984-05-20,1984,5,20,2,Sunday
13468,1984-05-21,1984,5,21,2,Monday
8770,1984-05-22,1984,5,22,2,Tuesday
12979,1984-05-25,1984,5,25,2,Friday
11778,1984-05-31,1984,5,31,2,Thursday
14340,1984-06-02,1984,6,2,2,Saturday
8913,1984-06-04,1984,6,4,2,Monday
14520,1984-06-05,1984,6,5,2,Tuesday
12303,1984-06-07,1984,6,7,2,Thursday
13320,1984-06-11,1984,6,11,2,Monday
11711,1984-06-12,1984,6,12,2,Tuesday
11340,1984-06-13,1984,6,13,2,Wednesday
11499,1984-06-15,1984,6,15,2,Friday
11500,1984-06-19,1984,6,19,2,Tuesday
11494,1984-06-21,1984,6,21,2,Thursday
13299,1984-06-28,1984,6,28,2,Thursday
11667,1984-07-04,1984,7,4,3,Wednesday
11668,1984-07-07,1984,7,7,3,Saturday
13318,1984-07-11,1984,7,11,3,Wednesday
13475,1984-07-13,1984,7,13,3,Friday
11709,1984-07-15,1984,7,15,3,Sunday
14387,1984-07-16,1984,7,16,3,Monday
13074,1984-07-17,1984,7,17,3,Tuesday
13963,1984-07-20,1984,7,20,3,Friday
13317,1984-07-24,1984,7,24,3,Tuesday
13513,1984-07-27,1984,7,27,3,Friday
13321,1984-07-31,1984,7,31,3,Tuesday
14388,1984-08-03,1984,8,3,3,Friday
11710,1984-08-04,1984,8,4,3,Saturday
13319,1984-08-06,1984,8,6,3,Monday
8736,1984-08-07,1984,8,7,3,Tuesday
11734,1984-08-08,1984,8,8,3,Wednesday
13648,1984-08-09,1984,8,9,3,Thursday
8771,1984-08-10,1984,8,10,3,Friday
11676,1984-08-11,1984,8,11,3,Saturday
8977,1984-08-14,1984,8,14,3,Tuesday
64,1984-08-15,1984,8,15,3,Wednesday
84,1984-08-17,1984,8,17,3,Friday
14754,1984-08-23,1984,8,23,3,Thursday
8764,1984-08-25,1984,8,25,3,Saturday
11294,1984-08-30,1984,8,30,3,Thursday
76,1984-08-31,1984,8,31,3,Friday
12725,1984-09-03,1984,9,3,3,Monday
8976,1984-09-04,1984,9,4,3,Tuesday
12943,1984-09-05,1984,9,5,3,Wednesday
8765,1984-09-06,1984,9,6,3,Thursday
13469,1984-09-07,1984,9,7,3,Friday
8763,1984-09-10,1984,9,10,3,Monday
11732,1984-09-13,1984,9,13,3,Thursday
13070,1984-09-15,1984,9,15,3,Saturday
12973,1984-09-16,1984,9,16,3,Sunday
13467,1984-09-18,1984,9,18,3,Tuesday
11295,1984-09-19,1984,9,19,3,Wednesday
11708,1984-09-20,1984,9,20,3,Thursday
12958,1984-09-24,1984,9,24,3,Monday
8767,1984-09-26,1984,9,26,3,Wednesday
14348,1984-09-28,1984,9,28,3,Friday
11498,1984-09-29,1984,9,29,3,Saturday
8912,1984-09-30,1984,9,30,3,Sunday
11705,1984-10-02,1984,10,2,4,Tuesday
11503,1984-10-04,1984,10,4,4,Thursday
13125,1984-10-05,1984,10,5,4,Friday
8772,1984-10-06,1984,10,6,4,Saturday
13486,1984-10-07,1984,10,7,4,Sunday
11779,1984-10-09,1984,10,9,4,Tuesday
8766,1984-10-12,1984,10,12,4,Friday
11341,1984-10-15,1984,10,15,4,Monday
14347,1984-10-16,1984,10,16,4,Tuesday
13471,1984-10-18,1984,10,18,4,Thursday
13470,1984-10-19,1984,10,19,4,Friday
11780,1984-10-21,1984,10,21,4,Sunday
8773,1984-10-22,1984,10,22,4,Monday
8979,1984-10-24,1984,10,24,4,Wednesday
13487,1984-10-25,1984,10,25,4,Thursday
8748,1984-10-29,1984,10,29,4,Monday
13380,1984-10-31,1984,10,31,4,Wednesday
13378,1984-11-04,1984,11,4,4,Sunday
12977,1984-11-06,1984,11,6,4,Tuesday
11505,1984-11-07,1984,11,7,4,Wednesday
11506,1984-11-08,1984,11,8,4,Thursday
11501,1984-11-09,1984,11,9,4,Friday
11507,1984-11-10,1984,11,10,4,Saturday
8980,1984-11-12,1984,11,12,4,Monday
13200,1984-11-13,1984,11,13,4,Tuesday
8978,1984-11-15,1984,11,15,4,Thursday
13381,1984-11-18,1984,11,18,4,Sunday
11663,1984-11-19,1984,11,19,4,Monday
13525,1984-11-20,1984,11,20,4,Tuesday
11364,1984-11-21,1984,11,21,4,Wednesday
11365,1984-11-22,1984,11,22,4,Thursday
11350,1984-11-23,1984,11,23,4,Friday
8744,1984-11-24,1984,11,24,4,Saturday
13351,1984-11-25,1984,11,25,4,Sunday
13379,1984-11-26,1984,11,26,4,Monday
13515,1984-11-27,1984,11,27,4,Tuesday
11366,1984-11-28,1984,11,28,4,Wednesday
13397,1984-11-29,1984,11,29,4,Thursday
1095,1984-11-30,1984,11,30,4,Friday
8742,1984-12-01,1984,12,1,4,Saturday
13316,1984-12-03,1984,12,3,4,Monday
12998,1984-12-04,1984,12,4,4,Tuesday
13133,1984-12-05,1984,12,5,4,Wednesday
8743,1984-12-06,1984,12,6,4,Thursday
13620,1984-12-07,1984,12,7,4,Friday
8741,1984-12-08,1984,12,8,4,Saturday
13345,1984-12-09,1984,12,9,4,Sunday
13403,1984-12-12,1984,12,12,4,Wednesday
13080,1984-12-13,1984,12,13,4,Thursday
12945,1984-12-15,1984,12,15,4,Saturday
11781,1984-12-16,1984,12,16,4,Sunday
8734,1984-12-17,1984,12,17,4,Monday
13473,1984-12-19,1984,12,19,4,Wednesday
12901,1984-12-21,1984,12,21,4,Friday
11601,1984-12-22,1984,12,22,4,Saturday
13472,1984-12-24,1984,12,24,4,Monday
11664,1984-12-27,1984,12,27,4,Thursday
13192,1984-12-28,1984,12,28,4,Friday
13506,1984-12-30,1984,12,30,4,Sunday
12983,1985-01-03,1985,1,3,1,Thursday
13020,1985-01-04,1985,1,4,1,Friday
11773,1985-01-05,1985,1,5,1,Saturday
13291,1985-01-06,1985,1,6,1,Sunday
12984,1985-01-07,1985,1,7,1,Monday
13131,1985-01-09,1985,1,9,1,Wednesday
13156,1985-01-10,1985,1,10,1,Thursday
13021,1985-01-11,1985,1,11,1,Friday
13649,1985-01-17,1985,1,17,1,Thursday
79,1985-01-18,1985,1,18,1,Friday
13612,1985-01-21,1985,1,21,1,Monday
12905,1985-01-22,1985,1,22,1,Tuesday
12914,1985-01-23,1985,1,23,1,Wednesday
11764,1985-01-24,1985,1,24,1,Thursday
8762,1985-01-25,1985,1,25,1,Friday
11675,1985-01-26,1985,1,26,1,Saturday
13616,1985-01-28,1985,1,28,1,Monday
13510,1985-01-29,1985,1,29,1,Tuesday
10173,1985-01-31,1985,1,31,1,Thursday
13357,1985-02-01,1985,2,1,1,Friday
8745,1985-02-02,1985,2,2,1,Saturday
13621,1985-02-05,1985,2,5,1,Tuesday
11765,1985-02-07,1985,2,7,1,Thursday
13221,1985-02-08,1985,2,8,1,Friday
12904,1985-02-09,1985,2,9,1,Saturday
13372,1985-02-10,1985,2,10,1,Sunday
11490,1985-02-11,1985,2,11,1,Monday
11774,1985-02-12,1985,2,12,1,Tuesday
10165,1985-02-13,1985,2,13,1,Wednesday
12999,1985-02-14,1985,2,14,1,Thursday
11766,1985-02-15,1985,2,15,1,Friday
13000,1985-02-16,1985,2,16,1,Saturday
13405,1985-02-18,1985,2,18,1,Monday
13115,1985-02-19,1985,2,19,1,Tuesday
12572,1985-02-20,1985,2,20,1,Wednesday
13643,1985-02-21,1985,2,21,1,Thursday
10167,1985-02-23,1985,2,23,1,Saturday
11666,1985-02-25,1985,2,25,1,Monday
12284,1985-02-26,1985,2,26,1,Tuesday
11497,1985-02-27,1985,2,27,1,Wednesday
12917,1985-02-28,1985,2,28,1,Thursday
12573,1985-03-01,1985,3,1,1,Friday
13249,1985-03-03,1985,3,3,1,Sunday
13081,1985-03-04,1985,3,4,1,Monday
12974,1985-03-05,1985,3,5,1,Tuesday
11353,1985-03-06,1985,3,6,1,Wednesday
11508,1985-03-07,1985,3,7,1,Thursday
12975,1985-03-08,1985,3,8,1,Friday
14502,1985-03-09,1985,3,9,1,Saturday
11370,1985-03-10,1985,3,10,1,Sunday
11650,1985-03-11,1985,3,11,1,Monday
13315,1985-03-12,1985,3,12,1,Tuesday
8711,1985-03-13,1985,3,13,1,Wednesday
12953,1985-03-14,1985,3,14,1,Thursday
13617,1985-03-15,1985,3,15,1,Friday
11605,1985-03-17,1985,3,17,1,Sunday
13014,1985-03-18,1985,3,18,1,Monday
11502,1985-03-20,1985,3,20,1,Wednesday
8708,1985-03-21,1985,3,21,1,Thursday
